"","GO_species","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","GO_number","GO_description","Species","Taxonomic_ID"
"141","GO:0000820_regulation of glutamine family amino acid metabolic process|69218",1.34286056272872,0,0,0,0,0,0,0,"GO:0000820","regulation of glutamine family amino acid metabolic process","Enterobacter cancerogenus","69218"
"142","GO:0000902_cell morphogenesis|138074",20.5701822563446,0,0,0,34.9583125822247,24.2474372107774,52.203697401458,0,"GO:0000902","cell morphogenesis","Serratia symbiotica","138074"
"143","GO:0000902_cell morphogenesis|33968",11.4143147831942,0,0,0,2.73464219393209,0,0,0,"GO:0000902","cell morphogenesis","Leuconostoc pseudomesenteroides","33968"
"144","GO:0000902_cell morphogenesis|40216",1.28182144624106,0,0,0,0,0,0,0,"GO:0000902","cell morphogenesis","Acinetobacter radioresistens","40216"
"145","GO:0000902_cell morphogenesis|69218",5.12728578496422,0,0,0,0.451075001060964,0,0,0,"GO:0000902","cell morphogenesis","Enterobacter cancerogenus","69218"
"146","GO:0000906_6,7-dimethyl-8-ribityllumazine synthase activity|138074",6.1649507652546,6.57630418233311,0,0,9.69811252281072,6.12478517780883,44.1723593396952,0,"GO:0000906","6,7-dimethyl-8-ribityllumazine synthase activity","Serratia symbiotica","138074"
"147","GO:0000906_6,7-dimethyl-8-ribityllumazine synthase activity|1914861",0.122078232975339,0,0,0,0,0,0,0,"GO:0000906","6,7-dimethyl-8-ribityllumazine synthase activity","Enterobacter sp. SA187","1914861"
"148","GO:0000907_sulfonate dioxygenase activity|138074",0.0610391164876693,0,0,0,0.225537500530482,0.0839011668192991,0,0,"GO:0000907","sulfonate dioxygenase activity","Serratia symbiotica","138074"
"149","GO:0000908_taurine dioxygenase activity|138074",1.70909526165474,0,0,0,4.79267188627274,1.25851750228949,0,0,"GO:0000908","taurine dioxygenase activity","Serratia symbiotica","138074"
"150","GO:0000908_taurine dioxygenase activity|47885",0.122078232975339,0,0,0,0,0,0,0,"GO:0000908","taurine dioxygenase activity","Pseudomonas oryzihabitans","47885"
"151","GO:0000917_barrier septum assembly|1239307",6.53118546418061,0,0,0,6.25866563972087,0,0,0,"GO:0000917","barrier septum assembly","Sodalis praecaptivus","1239307"
"152","GO:0000917_barrier septum assembly|138074",42.9104988908315,263.052167293324,0,0,46.2915719838814,65.359008952234,42.1645248242545,13.8786499923076,"GO:0000917","barrier septum assembly","Serratia symbiotica","138074"
"153","GO:0000917_barrier septum assembly|47885",0.244156465950677,0,72.4205892592659,0,2.17079844260589,0,42.1645248242545,0,"GO:0000917","barrier septum assembly","Pseudomonas oryzihabitans","47885"
"154","GO:0000917_barrier septum assembly|69218",1.64805614516707,0,0,0,1.24045625291765,0,0,0,"GO:0000917","barrier septum assembly","Enterobacter cancerogenus","69218"
"155","GO:0000917_barrier septum assembly|82987",0.976625863802709,0,0,0,0.0281921875663102,0,0,0,"GO:0000917","barrier septum assembly","Tatumella ptyseos","82987"
"156","GO:0000967_rRNA 5'-end processing|138074",7.14157662905731,0,0,0,4.36978907277808,1.67802333638598,0,0,"GO:0000967","rRNA 5'-end processing","Serratia symbiotica","138074"
"157","GO:0000967_rRNA 5'-end processing|1914861",0.976625863802709,0,0,0,0,0,0,0,"GO:0000967","rRNA 5'-end processing","Enterobacter sp. SA187","1914861"
"158","GO:0000976_transcription regulatory region sequence-specific DNA binding|138074",0.488312931901354,0,0,0,0.873957814555617,0.671209334554393,0,0,"GO:0000976","transcription regulatory region sequence-specific DNA binding","Serratia symbiotica","138074"
"159","GO:0000976_transcription regulatory region sequence-specific DNA binding|1914861",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:0000976","transcription regulatory region sequence-specific DNA binding","Enterobacter sp. SA187","1914861"
"160","GO:0000976_transcription regulatory region sequence-specific DNA binding|47885",0.122078232975339,0,0,0,0.0563843751326204,0,0,0,"GO:0000976","transcription regulatory region sequence-specific DNA binding","Pseudomonas oryzihabitans","47885"
"161","GO:0000986_bacterial-type RNA polymerase core promoter proximal region sequence-specific DNA binding|138074",0.244156465950677,0,0,0,0.225537500530482,0.419505834096496,0,0,"GO:0000986","bacterial-type RNA polymerase core promoter proximal region sequence-specific DNA binding","Serratia symbiotica","138074"
"162","GO:0001073_transcription antitermination factor activity, DNA binding|138074",3.41819052330948,0,0,0,2.98837188202888,4.36286067460355,0,0,"GO:0001073","transcription antitermination factor activity, DNA binding","Serratia symbiotica","138074"
"163","GO:0001123_transcription initiation from bacterial-type RNA polymerase promoter|138074",18.2506958298131,0,34.3044896491259,0,15.0546281604097,11.9139656883405,0,0,"GO:0001123","transcription initiation from bacterial-type RNA polymerase promoter","Serratia symbiotica","138074"
"164","GO:0001123_transcription initiation from bacterial-type RNA polymerase promoter|33968",1.28182144624106,0,0,0,1.12768750265241,0,0,0,"GO:0001123","transcription initiation from bacterial-type RNA polymerase promoter","Leuconostoc pseudomesenteroides","33968"
"165","GO:0001123_transcription initiation from bacterial-type RNA polymerase promoter|47885",1.28182144624106,0,0,0,0,0,0,0,"GO:0001123","transcription initiation from bacterial-type RNA polymerase promoter","Pseudomonas oryzihabitans","47885"
"166","GO:0001130_bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding|138074",0.183117349463008,0,0,0,0.140960937831551,0.251703500457897,0,0,"GO:0001130","bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding","Serratia symbiotica","138074"
"167","GO:0001140_transcriptional activator activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding|138074",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:0001140","transcriptional activator activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding","Serratia symbiotica","138074"
"168","GO:0001141_transcriptional repressor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding|138074",0.122078232975339,0,0,0,0.0563843751326204,0.0839011668192991,0,0,"GO:0001141","transcriptional repressor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding","Serratia symbiotica","138074"
"169","GO:0001150_bacterial-type RNA polymerase enhancer sequence-specific DNA binding|138074",0.305195582438346,0,0,0,0.422882813494653,0.587308167735094,0,0,"GO:0001150","bacterial-type RNA polymerase enhancer sequence-specific DNA binding","Serratia symbiotica","138074"
"170","GO:0001151_transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding|138074",0.305195582438346,0,0,0,0.422882813494653,0.587308167735094,0,0,"GO:0001151","transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding","Serratia symbiotica","138074"
"171","GO:0001216_bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding|138074",13.7948403262133,0,0,0,17.4791562911123,16.3607275297633,4.01566903088139,0,"GO:0001216","bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding","Serratia symbiotica","138074"
"172","GO:0001216_bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding|47885",0.122078232975339,0,0,0,0.0563843751326204,0,0,0,"GO:0001216","bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding","Pseudomonas oryzihabitans","47885"
"173","GO:0001216_bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding|82987",1.28182144624106,0,0,0,0,0,166.650264781578,0,"GO:0001216","bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding","Tatumella ptyseos","82987"
"174","GO:0001217_bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding|138074",0.244156465950677,0,0,0,0.563843751326204,0.251703500457897,0,0,"GO:0001217","bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding","Serratia symbiotica","138074"
"175","GO:0001217_bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding|1914861",0.183117349463008,0,0,0,0.0281921875663102,0,0,0,"GO:0001217","bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding","Enterobacter sp. SA187","1914861"
"176","GO:0001217_bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding|47885",0.0610391164876693,0,0,0,0,0,0,0,"GO:0001217","bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding","Pseudomonas oryzihabitans","47885"
"177","GO:0001407_glycerophosphodiester transport|82987",1.28182144624106,0,0,0,0.507459376193584,0,0,0,"GO:0001407","glycerophosphodiester transport","Tatumella ptyseos","82987"
"178","GO:0001510_RNA methylation|138074",2.25844731004376,0,0,0,1.9170687545091,1.92972683684388,0,0,"GO:0001510","RNA methylation","Serratia symbiotica","138074"
"179","GO:0001514_selenocysteine incorporation|138074",52.4936401793956,0,0,0,21.9335219265894,27.771286217188,0,0,"GO:0001514","selenocysteine incorporation","Serratia symbiotica","138074"
"180","GO:0001514_selenocysteine incorporation|69218",1.28182144624106,0,0,0,0,0,0,0,"GO:0001514","selenocysteine incorporation","Enterobacter cancerogenus","69218"
"181","GO:0001522_pseudouridine synthesis|1239307",4.15065992116151,0,0,0,3.97509844684974,0,0,0,"GO:0001522","pseudouridine synthesis","Sodalis praecaptivus","1239307"
"182","GO:0001522_pseudouridine synthesis|138074",49.9299972869135,0,11.434829883042,0,55.3976485677996,40.6081647405408,86.3368841639498,0,"GO:0001522","pseudouridine synthesis","Serratia symbiotica","138074"
"183","GO:0001522_pseudouridine synthesis|33968",0.305195582438346,0,0,0,0.930342189688237,0,0,0,"GO:0001522","pseudouridine synthesis","Leuconostoc pseudomesenteroides","33968"
"184","GO:0001522_pseudouridine synthesis|47885",5.43248136740257,0,0,0,0.732996876724066,1.59412216956668,0,0,"GO:0001522","pseudouridine synthesis","Pseudomonas oryzihabitans","47885"
"185","GO:0001522_pseudouridine synthesis|69218",2.62468200896978,0,0,0,0.563843751326204,0,0,0,"GO:0001522","pseudouridine synthesis","Enterobacter cancerogenus","69218"
"186","GO:0001530_lipopolysaccharide binding|138074",6.77534193013129,0,0,0,5.46928438786418,1.92972683684388,2.00783451544069,0,"GO:0001530","lipopolysaccharide binding","Serratia symbiotica","138074"
"187","GO:0001530_lipopolysaccharide binding|47885",1.40389967921639,0,0,0,0,0,0,0,"GO:0001530","lipopolysaccharide binding","Pseudomonas oryzihabitans","47885"
"188","GO:0001530_lipopolysaccharide binding|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:0001530","lipopolysaccharide binding","Enterobacter cancerogenus","69218"
"189","GO:0001558_regulation of cell growth|138074",0.244156465950677,0,0,0,0.281921875663102,0.251703500457897,2.00783451544069,0,"GO:0001558","regulation of cell growth","Serratia symbiotica","138074"
"190","GO:0001671_ATPase activator activity|138074",4.63897285306287,157.831300375995,0,0,3.0447562571615,9.7325353510387,0,0,"GO:0001671","ATPase activator activity","Serratia symbiotica","138074"
"191","GO:0001671_ATPase activator activity|1914861",1.28182144624106,0,0,0,0,0,0,0,"GO:0001671","ATPase activator activity","Enterobacter sp. SA187","1914861"
"192","GO:0001680_tRNA 3'-terminal CCA addition|138074",24.8429204104814,0,0,0,13.6450187820941,15.7734193620282,0,0,"GO:0001680","tRNA 3'-terminal CCA addition","Serratia symbiotica","138074"
"193","GO:0001682_tRNA 5'-leader removal|138074",3.7844252222355,0,0,0,1.86068437937647,1.42631983592808,0,0,"GO:0001682","tRNA 5'-leader removal","Serratia symbiotica","138074"
"194","GO:0001682_tRNA 5'-leader removal|47885",1.09870409677805,0,0,0,0.0281921875663102,0,0,0,"GO:0001682","tRNA 5'-leader removal","Pseudomonas oryzihabitans","47885"
"195","GO:0001727_lipid kinase activity|138074",5.85975518281625,0,0,0,4.56713438574226,1.42631983592808,0,0,"GO:0001727","lipid kinase activity","Serratia symbiotica","138074"
"196","GO:0001727_lipid kinase activity|69218",1.15974321326572,0,0,0,0,0,0,0,"GO:0001727","lipid kinase activity","Enterobacter cancerogenus","69218"
"197","GO:0001887_selenium compound metabolic process|138074",0.244156465950677,0,0,0,0.225537500530482,0.167802333638598,0,0,"GO:0001887","selenium compound metabolic process","Serratia symbiotica","138074"
"198","GO:0002047_phenazine biosynthetic process|138074",0.183117349463008,0,0,0,0.366498438362033,0.251703500457897,0,0,"GO:0002047","phenazine biosynthetic process","Serratia symbiotica","138074"
"199","GO:0002083_4-hydroxybenzoate decaprenyltransferase activity|138074",0.244156465950677,0,0,0,0.112768750265241,0.0839011668192991,0,0,"GO:0002083","4-hydroxybenzoate decaprenyltransferase activity","Serratia symbiotica","138074"
"200","GO:0002097_tRNA wobble base modification|138074",16.9688743835721,0,53.3625394541959,0,16.1259312879294,16.7802333638598,48.1880283705766,0,"GO:0002097","tRNA wobble base modification","Serratia symbiotica","138074"
"201","GO:0002097_tRNA wobble base modification|1914861",0.915586747315039,0,0,0,0,0,0,0,"GO:0002097","tRNA wobble base modification","Enterobacter sp. SA187","1914861"
"202","GO:0002097_tRNA wobble base modification|47885",0.122078232975339,0,0,0,0,0,0,0,"GO:0002097","tRNA wobble base modification","Pseudomonas oryzihabitans","47885"
"203","GO:0002098_tRNA wobble uridine modification|138074",21.4247298871719,0,0,0,36.0578078973108,36.9165134004916,44.1723593396952,0,"GO:0002098","tRNA wobble uridine modification","Serratia symbiotica","138074"
"204","GO:0002098_tRNA wobble uridine modification|1914861",0.0610391164876693,0,0,0,0,0,0,0,"GO:0002098","tRNA wobble uridine modification","Enterobacter sp. SA187","1914861"
"205","GO:0002100_tRNA wobble adenosine to inosine editing|138074",14.0389967921639,0,0,127.843128281971,3.60860000848771,3.69165134004916,0,0,"GO:0002100","tRNA wobble adenosine to inosine editing","Serratia symbiotica","138074"
"206","GO:0002100_tRNA wobble adenosine to inosine editing|47885",1.15974321326572,0,0,0,0,0,0,0,"GO:0002100","tRNA wobble adenosine to inosine editing","Pseudomonas oryzihabitans","47885"
"207","GO:0002100_tRNA wobble adenosine to inosine editing|69218",1.15974321326572,0,0,0,0,0,0,0,"GO:0002100","tRNA wobble adenosine to inosine editing","Enterobacter cancerogenus","69218"
"208","GO:0002101_tRNA wobble cytosine modification|138074",11.4143147831942,13.1526083646662,95.2902490253498,0,18.6632281688974,9.6486341842194,0,0,"GO:0002101","tRNA wobble cytosine modification","Serratia symbiotica","138074"
"209","GO:0002143_tRNA wobble position uridine thiolation|138074",2.86883847492046,0,0,0,4.00329063441605,6.79599451236323,0,0,"GO:0002143","tRNA wobble position uridine thiolation","Serratia symbiotica","138074"
"210","GO:0002161_aminoacyl-tRNA editing activity|1239307",0.0610391164876693,0,0,0,1.29684062805027,0,0,0,"GO:0002161","aminoacyl-tRNA editing activity","Sodalis praecaptivus","1239307"
"211","GO:0002161_aminoacyl-tRNA editing activity|1267021",2.44156465950677,572.13846386298,362.102946296329,255.686256563941,3.0447562571615,55.8781771016532,40.1566903088139,0,"GO:0002161","aminoacyl-tRNA editing activity","Frischella perrara","1267021"
"212","GO:0002161_aminoacyl-tRNA editing activity|138074",77.7638344052907,124.949779464329,0,348.663077132647,74.1172611118296,75.0076431364534,30.1175177316104,0,"GO:0002161","aminoacyl-tRNA editing activity","Serratia symbiotica","138074"
"213","GO:0002161_aminoacyl-tRNA editing activity|33968",8.05716337637235,0,0,0,6.14589688945563,0,44.1723593396952,0,"GO:0002161","aminoacyl-tRNA editing activity","Leuconostoc pseudomesenteroides","33968"
"214","GO:0002161_aminoacyl-tRNA editing activity|82987",0.0610391164876693,0,0,0,3.18571719499306,0,0,0,"GO:0002161","aminoacyl-tRNA editing activity","Tatumella ptyseos","82987"
"215","GO:0002189_ribose phosphate diphosphokinase complex|138074",0.427273815413685,0,0,11.6221025710882,0.366498438362033,0.419505834096496,0,0,"GO:0002189","ribose phosphate diphosphokinase complex","Serratia symbiotica","138074"
"216","GO:0002935_tRNA (adenine-C2-)-methyltransferase activity|1267021",1.28182144624106,111.797171099663,0,5.81105128554412,0,1.17461633547019,0,0,"GO:0002935","tRNA (adenine-C2-)-methyltransferase activity","Frischella perrara","1267021"
"217","GO:0002935_tRNA (adenine-C2-)-methyltransferase activity|138074",8.48443719178603,0,0,0,9.02150002121927,5.78918051053164,0,0,"GO:0002935","tRNA (adenine-C2-)-methyltransferase activity","Serratia symbiotica","138074"
"218","GO:0002937_tRNA 4-thiouridine biosynthesis|138074",0.183117349463008,0,0,0,0.422882813494653,0.251703500457897,2.00783451544069,0,"GO:0002937","tRNA 4-thiouridine biosynthesis","Serratia symbiotica","138074"
