# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0003995: [MF] acyl-CoA dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	9.014	0.0
GO:0003998: [MF] acylphosphatase activity	40.861	0.0
GO:0003998: [MF] acylphosphatase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	40.861	0.0
GO:0003999: [MF] adenine phosphoribosyltransferase activity	32.375	0.0
GO:0003999: [MF] adenine phosphoribosyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.375	0.0
GO:0004003: [MF] ATP-dependent DNA helicase activity	159.502	0.0
GO:0004003: [MF] ATP-dependent DNA helicase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	149.243	0.0
GO:0004003: [MF] ATP-dependent DNA helicase activity|g__Zymomonas.s__Zymomonas_mobilis	10.259	0.0
GO:0004004: [MF] ATP-dependent RNA helicase activity	54.09	0.0
GO:0004004: [MF] ATP-dependent RNA helicase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	54.09	0.0
GO:0004013: [MF] adenosylhomocysteinase activity	7.31	0.0
GO:0004013: [MF] adenosylhomocysteinase activity|g__Zymomonas.s__Zymomonas_mobilis	7.31	0.0
GO:0004015: [MF] adenosylmethionine-8-amino-7-oxononanoate transaminase activity	4.719	0.0
GO:0004015: [MF] adenosylmethionine-8-amino-7-oxononanoate transaminase activity|g__Zymomonas.s__Zymomonas_mobilis	4.719	0.0
GO:0004016: [MF] adenylate cyclase activity	29.772	0.0
GO:0004016: [MF] adenylate cyclase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.772	0.0
GO:0004017: [MF] adenylate kinase activity	47.38	0.0
GO:0004017: [MF] adenylate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	41.278	0.0
GO:0004017: [MF] adenylate kinase activity|g__Zymomonas.s__Zymomonas_mobilis	6.102	0.0
GO:0004018: [MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	30.116	0.0
GO:0004018: [MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.984	0.0
GO:0004018: [MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0004019: [MF] adenylosuccinate synthase activity	25.416	0.0
GO:0004019: [MF] adenylosuccinate synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.416	0.0
GO:0004022: [MF] alcohol dehydrogenase (NAD) activity	6.378	0.0
GO:0004022: [MF] alcohol dehydrogenase (NAD) activity|g__Zymomonas.s__Zymomonas_mobilis	6.378	0.0
GO:0004034: [MF] aldose 1-epimerase activity	6.248	0.0
GO:0004034: [MF] aldose 1-epimerase activity|g__Zymomonas.s__Zymomonas_mobilis	6.248	0.0
GO:0004035: [MF] alkaline phosphatase activity	9.835	0.0
GO:0004035: [MF] alkaline phosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	9.835	0.0
GO:0004040: [MF] amidase activity	110.655	0.0
GO:0004040: [MF] amidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	105.315	0.0
GO:0004040: [MF] amidase activity|g__Zymomonas.s__Zymomonas_mobilis	5.34	0.0
GO:0004042: [MF] acetyl-CoA:L-glutamate N-acetyltransferase activity	3.981	0.0
GO:0004042: [MF] acetyl-CoA:L-glutamate N-acetyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	3.981	0.0
GO:0004044: [MF] amidophosphoribosyltransferase activity	26.522	0.0
GO:0004044: [MF] amidophosphoribosyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	19.692	0.0
GO:0004044: [MF] amidophosphoribosyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.83	0.0
GO:0004045: [MF] aminoacyl-tRNA hydrolase activity	37.622	0.0
GO:0004045: [MF] aminoacyl-tRNA hydrolase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	21.997	0.0
GO:0004045: [MF] aminoacyl-tRNA hydrolase activity|g__Zymomonas.s__Zymomonas_mobilis	15.624	0.0
GO:0004049: [MF] anthranilate synthase activity	18.573	0.0
GO:0004049: [MF] anthranilate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	18.573	0.0
GO:0004055: [MF] argininosuccinate synthase activity	48.588	0.0
GO:0004055: [MF] argininosuccinate synthase activity|g__Acetobacter.s__Acetobacter_orientalis	4.844	0.0
GO:0004055: [MF] argininosuccinate synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	36.014	0.0
GO:0004055: [MF] argininosuccinate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	7.73	0.0
GO:0004056: [MF] argininosuccinate lyase activity	45.992	0.0
GO:0004056: [MF] argininosuccinate lyase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	38.654	0.0
GO:0004056: [MF] argininosuccinate lyase activity|g__Zymomonas.s__Zymomonas_mobilis	7.338	0.0
GO:0004066: [MF] asparagine synthase (glutamine-hydrolyzing) activity	26.615	0.0
GO:0004066: [MF] asparagine synthase (glutamine-hydrolyzing) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.615	0.0
GO:0004067: [MF] asparaginase activity	25.598	0.0
GO:0004067: [MF] asparaginase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	17.792	0.0
GO:0004067: [MF] asparaginase activity|g__Zymomonas.s__Zymomonas_mobilis	7.806	0.0
GO:0004070: [MF] aspartate carbamoyltransferase activity	11.893	0.0
GO:0004070: [MF] aspartate carbamoyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	11.893	0.0
GO:0004072: [MF] aspartate kinase activity	32.964	0.0
GO:0004072: [MF] aspartate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.345	0.0
GO:0004072: [MF] aspartate kinase activity|g__Zymomonas.s__Zymomonas_mobilis	5.62	0.0
GO:0004073: [MF] aspartate-semialdehyde dehydrogenase activity	35.851	0.0
GO:0004073: [MF] aspartate-semialdehyde dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.211	0.0
GO:0004073: [MF] aspartate-semialdehyde dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	10.64	0.0
GO:0004077: [MF] biotin-[acetyl-CoA-carboxylase] ligase activity	31.33	0.0
GO:0004077: [MF] biotin-[acetyl-CoA-carboxylase] ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	21.16	0.0
GO:0004077: [MF] biotin-[acetyl-CoA-carboxylase] ligase activity|g__Zymomonas.s__Zymomonas_mobilis	10.17	0.0
GO:0004088: [MF] carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	65.147	0.0
GO:0004088: [MF] carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	65.147	0.0
GO:0004089: [MF] carbonate dehydratase activity	24.224	0.0
GO:0004089: [MF] carbonate dehydratase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	15.841	0.0
GO:0004089: [MF] carbonate dehydratase activity|g__Zymomonas.s__Zymomonas_mobilis	8.383	0.0
GO:0004096: [MF] catalase activity	33.426	0.0
GO:0004096: [MF] catalase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.239	0.0
GO:0004096: [MF] catalase activity|g__Zymomonas.s__Zymomonas_mobilis	6.187	0.0
GO:0004106: [MF] chorismate mutase activity	6.111	0.0
GO:0004106: [MF] chorismate mutase activity|g__Zymomonas.s__Zymomonas_mobilis	6.111	0.0
GO:0004107: [MF] chorismate synthase activity	5.494	0.0
GO:0004107: [MF] chorismate synthase activity|g__Acinetobacter.s__Acinetobacter_boissieri	5.494	0.0
GO:0004108: [MF] citrate (Si)-synthase activity	4.574	0.0
GO:0004108: [MF] citrate (Si)-synthase activity|g__Zymomonas.s__Zymomonas_mobilis	4.574	0.0
GO:0004109: [MF] coproporphyrinogen oxidase activity	14.673	0.0
GO:0004109: [MF] coproporphyrinogen oxidase activity|g__Zymomonas.s__Zymomonas_mobilis	14.673	0.0
GO:0004121: [MF] cystathionine beta-lyase activity	7.126	0.0
GO:0004121: [MF] cystathionine beta-lyase activity|g__Zymomonas.s__Zymomonas_mobilis	7.126	0.0
GO:0004126: [MF] cytidine deaminase activity	10.449	0.0
GO:0004126: [MF] cytidine deaminase activity|g__Zymomonas.s__Zymomonas_mobilis	10.449	0.0
GO:0004127: [MF] cytidylate kinase activity	26.676	0.0
GO:0004127: [MF] cytidylate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.043	0.0
GO:0004127: [MF] cytidylate kinase activity|g__Zymomonas.s__Zymomonas_mobilis	4.633	0.0
GO:0004129: [MF] cytochrome-c oxidase activity	5.291	0.0
GO:0004129: [MF] cytochrome-c oxidase activity|g__Acetobacter.s__Acetobacter_orientalis	5.291	0.0
GO:0004132: [MF] dCMP deaminase activity	24.885	0.0
GO:0004132: [MF] dCMP deaminase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.885	0.0
GO:0004140: [MF] dephospho-CoA kinase activity	39.572	0.0
GO:0004140: [MF] dephospho-CoA kinase activity|g__Acetobacter.s__Acetobacter_orientalis	4.926	0.0
GO:0004140: [MF] dephospho-CoA kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.55	0.0
GO:0004140: [MF] dephospho-CoA kinase activity|g__Zymomonas.s__Zymomonas_mobilis	10.095	0.0
GO:0004141: [MF] dethiobiotin synthase activity	4.766	0.0
GO:0004141: [MF] dethiobiotin synthase activity|g__Zymomonas.s__Zymomonas_mobilis	4.766	0.0
GO:0004146: [MF] dihydrofolate reductase activity	48.369	0.0
GO:0004146: [MF] dihydrofolate reductase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	39.237	0.0
GO:0004146: [MF] dihydrofolate reductase activity|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0004148: [MF] dihydrolipoyl dehydrogenase activity	4.912	0.0
GO:0004148: [MF] dihydrolipoyl dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	4.912	0.0
GO:0004150: [MF] dihydroneopterin aldolase activity	4.975	0.0
GO:0004150: [MF] dihydroneopterin aldolase activity|g__Zymomonas.s__Zymomonas_mobilis	4.975	0.0
GO:0004151: [MF] dihydroorotase activity	10.42	0.0
GO:0004151: [MF] dihydroorotase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	10.42	0.0
GO:0004152: [MF] dihydroorotate dehydrogenase activity	23.79	0.0
GO:0004152: [MF] dihydroorotate dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	13.419	0.0
GO:0004152: [MF] dihydroorotate dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	10.371	0.0
GO:0004156: [MF] dihydropteroate synthase activity	4.355	0.0
GO:0004156: [MF] dihydropteroate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	4.355	0.0
GO:0004160: [MF] dihydroxy-acid dehydratase activity	4.845	0.0
GO:0004160: [MF] dihydroxy-acid dehydratase activity|g__Zymomonas.s__Zymomonas_mobilis	4.845	0.0
GO:0004163: [MF] diphosphomevalonate decarboxylase activity	32.574	0.0
GO:0004163: [MF] diphosphomevalonate decarboxylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.574	0.0
GO:0004170: [MF] dUTP diphosphatase activity	37.797	0.0
GO:0004170: [MF] dUTP diphosphatase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	37.797	0.0
GO:0004176: [MF] ATP-dependent peptidase activity	37.268	0.0
GO:0004176: [MF] ATP-dependent peptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	31.487	0.0
GO:0004176: [MF] ATP-dependent peptidase activity|g__Zymomonas.s__Zymomonas_mobilis	5.782	0.0
GO:0004177: [MF] aminopeptidase activity	119.859	0.0
GO:0004177: [MF] aminopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	99.112	0.0
GO:0004177: [MF] aminopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	20.747	0.0
GO:0004180: [MF] carboxypeptidase activity	12.249	0.0
GO:0004180: [MF] carboxypeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	12.249	0.0
GO:0004181: [MF] metallocarboxypeptidase activity	9.625	0.0
GO:0004181: [MF] metallocarboxypeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	9.625	0.0
GO:0004185: [MF] serine-type carboxypeptidase activity	13.612	0.0
GO:0004185: [MF] serine-type carboxypeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	13.612	0.0
GO:0004190: [MF] aspartic-type endopeptidase activity	43.201	0.0
GO:0004190: [MF] aspartic-type endopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	36.911	0.0
GO:0004190: [MF] aspartic-type endopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	6.29	0.0
GO:0004197: [MF] cysteine-type endopeptidase activity	69.171	0.0
GO:0004197: [MF] cysteine-type endopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	69.171	0.0
GO:0004222: [MF] metalloendopeptidase activity	257.75	0.0
GO:0004222: [MF] metalloendopeptidase activity|g__Acetobacter.s__Acetobacter_orientalis	3.754	0.0
GO:0004222: [MF] metalloendopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	212.986	0.0
GO:0004222: [MF] metalloendopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	41.01	0.0
GO:0004252: [MF] serine-type endopeptidase activity	223.218	0.0
GO:0004252: [MF] serine-type endopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	177.313	0.0
GO:0004252: [MF] serine-type endopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	45.905	0.0
GO:0004309: [MF] exopolyphosphatase activity	7.639	0.0
GO:0004309: [MF] exopolyphosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	7.639	0.0
GO:0004310: [MF] farnesyl-diphosphate farnesyltransferase activity	10.396	0.0
GO:0004310: [MF] farnesyl-diphosphate farnesyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	10.396	0.0
GO:0004314: [MF] [acyl-carrier-protein] S-malonyltransferase activity	21.445	0.0
GO:0004314: [MF] [acyl-carrier-protein] S-malonyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	21.445	0.0
GO:0004315: [MF] 3-oxoacyl-[acyl-carrier-protein] synthase activity	37.965	0.0
GO:0004315: [MF] 3-oxoacyl-[acyl-carrier-protein] synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	31.96	0.0
GO:0004315: [MF] 3-oxoacyl-[acyl-carrier-protein] synthase activity|g__Zymomonas.s__Zymomonas_mobilis	6.006	0.0
GO:0004318: [MF] enoyl-[acyl-carrier-protein] reductase (NADH) activity	50.155	0.0
GO:0004318: [MF] enoyl-[acyl-carrier-protein] reductase (NADH) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	42.249	0.0
GO:0004318: [MF] enoyl-[acyl-carrier-protein] reductase (NADH) activity|g__Zymomonas.s__Zymomonas_mobilis	7.906	0.0
GO:0004322: [MF] ferroxidase activity	14.537	0.0
GO:0004322: [MF] ferroxidase activity|g__Zymomonas.s__Zymomonas_mobilis	14.537	0.0
GO:0004324: [MF] ferredoxin-NADP+ reductase activity	32.226	4.829
GO:0004324: [MF] ferredoxin-NADP+ reductase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.731	4.829
GO:0004324: [MF] ferredoxin-NADP+ reductase activity|g__Zymomonas.s__Zymomonas_mobilis	9.495	0.0
GO:0004326: [MF] tetrahydrofolylpolyglutamate synthase activity	23.04	0.0
GO:0004326: [MF] tetrahydrofolylpolyglutamate synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	16.873	0.0
GO:0004326: [MF] tetrahydrofolylpolyglutamate synthase activity|g__Zymomonas.s__Zymomonas_mobilis	6.167	0.0
GO:0004329: [MF] formate-tetrahydrofolate ligase activity	41.431	0.0
GO:0004329: [MF] formate-tetrahydrofolate ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.754	0.0
GO:0004329: [MF] formate-tetrahydrofolate ligase activity|g__Zymomonas.s__Zymomonas_mobilis	8.676	0.0
GO:0004332: [MF] fructose-bisphosphate aldolase activity	16.211	0.0
GO:0004332: [MF] fructose-bisphosphate aldolase activity|g__Acinetobacter.s__Acinetobacter_boissieri	7.743	0.0
GO:0004332: [MF] fructose-bisphosphate aldolase activity|g__Zymomonas.s__Zymomonas_mobilis	8.469	0.0
GO:0004333: [MF] fumarate hydratase activity	29.963	0.0
GO:0004333: [MF] fumarate hydratase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.907	0.0
GO:0004333: [MF] fumarate hydratase activity|g__Zymomonas.s__Zymomonas_mobilis	3.056	0.0
GO:0004340: [MF] glucokinase activity	30.203	0.0
GO:0004340: [MF] glucokinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.203	0.0
GO:0004341: [MF] gluconolactonase activity	4.582	0.0
GO:0004341: [MF] gluconolactonase activity|g__Zymomonas.s__Zymomonas_mobilis	4.582	0.0
GO:0004345: [MF] glucose-6-phosphate dehydrogenase activity	37.659	0.0
GO:0004345: [MF] glucose-6-phosphate dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.345	0.0
GO:0004345: [MF] glucose-6-phosphate dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	10.314	0.0
GO:0004347: [MF] glucose-6-phosphate isomerase activity	25.77	0.0
GO:0004347: [MF] glucose-6-phosphate isomerase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.77	0.0
GO:0004349: [MF] glutamate 5-kinase activity	16.25	0.0
GO:0004349: [MF] glutamate 5-kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	11.208	0.0
GO:0004349: [MF] glutamate 5-kinase activity|g__Zymomonas.s__Zymomonas_mobilis	5.042	0.0
GO:0004350: [MF] glutamate-5-semialdehyde dehydrogenase activity	20.95	0.0
GO:0004350: [MF] glutamate-5-semialdehyde dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	17.206	0.0
GO:0004350: [MF] glutamate-5-semialdehyde dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	3.744	0.0
GO:0004356: [MF] glutamate-ammonia ligase activity	27.026	0.0
GO:0004356: [MF] glutamate-ammonia ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.026	0.0
GO:0004358: [MF] glutamate N-acetyltransferase activity	3.981	0.0
GO:0004358: [MF] glutamate N-acetyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	3.981	0.0
GO:0004359: [MF] glutaminase activity	45.033	0.0
GO:0004359: [MF] glutaminase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.534	0.0
GO:0004359: [MF] glutaminase activity|g__Zymomonas.s__Zymomonas_mobilis	16.499	0.0
GO:0004360: [MF] glutamine-fructose-6-phosphate transaminase (isomerizing) activity	28.943	0.0
GO:0004360: [MF] glutamine-fructose-6-phosphate transaminase (isomerizing) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.09	0.0
GO:0004360: [MF] glutamine-fructose-6-phosphate transaminase (isomerizing) activity|g__Zymomonas.s__Zymomonas_mobilis	4.854	0.0
GO:0004362: [MF] glutathione-disulfide reductase activity	35.962	0.0
GO:0004362: [MF] glutathione-disulfide reductase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.716	0.0
GO:0004362: [MF] glutathione-disulfide reductase activity|g__Zymomonas.s__Zymomonas_mobilis	5.245	0.0
GO:0004363: [MF] glutathione synthase activity	5.365	0.0
GO:0004363: [MF] glutathione synthase activity|g__Zymomonas.s__Zymomonas_mobilis	5.365	0.0
GO:0004365: [MF] glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	30.562	0.0
GO:0004365: [MF] glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.008	0.0
GO:0004365: [MF] glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|g__Zymomonas.s__Zymomonas_mobilis	8.554	0.0
GO:0004367: [MF] glycerol-3-phosphate dehydrogenase [NAD+] activity	46.28	0.0
GO:0004367: [MF] glycerol-3-phosphate dehydrogenase [NAD+] activity|g__Lactobacillus.s__Lactobacillus_kunkeei	39.024	0.0
GO:0004367: [MF] glycerol-3-phosphate dehydrogenase [NAD+] activity|g__Zymomonas.s__Zymomonas_mobilis	7.257	0.0
GO:0004370: [MF] glycerol kinase activity	18.322	0.0
GO:0004370: [MF] glycerol kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	18.322	0.0
GO:0004371: [MF] glycerone kinase activity	29.564	0.0
GO:0004371: [MF] glycerone kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.564	0.0
GO:0004372: [MF] glycine hydroxymethyltransferase activity	49.235	0.0
GO:0004372: [MF] glycine hydroxymethyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	49.235	0.0
GO:0004385: [MF] guanylate kinase activity	28.856	0.0
GO:0004385: [MF] guanylate kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.856	0.0
GO:0004386: [MF] helicase activity	162.518	0.0
GO:0004386: [MF] helicase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	120.283	0.0
GO:0004386: [MF] helicase activity|g__Zymomonas.s__Zymomonas_mobilis	42.235	0.0
GO:0004392: [MF] heme oxygenase (decyclizing) activity	7.78	0.0
GO:0004392: [MF] heme oxygenase (decyclizing) activity|g__Acetobacter.s__Acetobacter_orientalis	7.78	0.0
GO:0004399: [MF] histidinol dehydrogenase activity	5.432	0.0
GO:0004399: [MF] histidinol dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	5.432	0.0
GO:0004400: [MF] histidinol-phosphate transaminase activity	5.464	0.0
GO:0004400: [MF] histidinol-phosphate transaminase activity|g__Zymomonas.s__Zymomonas_mobilis	5.464	0.0
GO:0004412: [MF] homoserine dehydrogenase activity	61.529	0.0
GO:0004412: [MF] homoserine dehydrogenase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	57.031	0.0
GO:0004412: [MF] homoserine dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	4.499	0.0
GO:0004413: [MF] homoserine kinase activity	34.995	0.0
GO:0004413: [MF] homoserine kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.995	0.0
GO:0004414: [MF] homoserine O-acetyltransferase activity	38.353	0.0
GO:0004414: [MF] homoserine O-acetyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	33.98	0.0
GO:0004414: [MF] homoserine O-acetyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	4.373	0.0
GO:0004417: [MF] hydroxyethylthiazole kinase activity	10.322	0.0
GO:0004417: [MF] hydroxyethylthiazole kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	10.322	0.0
GO:0004420: [MF] hydroxymethylglutaryl-CoA reductase (NADPH) activity	27.081	0.0
GO:0004420: [MF] hydroxymethylglutaryl-CoA reductase (NADPH) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.081	0.0
