"GO_description"	"Enterobacter sp. SA187 - Mean SM/DSM"	"Klebsiella oxytoca - Mean SM/DSM"	"Leuconostoc pseudomesenteroides - Mean SM/DSM"	"Sodalis glossinidius - Mean SM/DSM"	"Sodalis praecaptivus - Mean SM/DSM"	"Enterobacter sp. SA187 - SD SM/DSM"	"Klebsiella oxytoca - SD SM/DSM"	"Leuconostoc pseudomesenteroides - SD SM/DSM"	"Sodalis glossinidius - SD SM/DSM"	"Sodalis praecaptivus - SD SM/DSM"	"term"	"df"	"sumsq"	"meansq"	"statistic"	"p.value"	"significance"
"118"	"acetyl-CoA carboxylase activity"	0.0281921875663102	0	2.47959380865522	0	1.61560482539974	0.039869774009242	0	1.67266558895143	0	0.650149521136803	"Species"	4	10.7177776672997	2.67944441682494	4.15792381364017	0.0750585668990736	"not sign."
"119"	"acetyl-CoA carboxylase complex"	0	0	0.408522980275481	0	0.911063875677997	0	0	0.458129417218936	0	0.610652731014903	"Species"	4	1.29733303379507	0.324333258448768	2.7826421328223	0.145773672203224	"not sign."
"120"	"acetyl-CoA metabolic process"	0	0.296017969446258	0	0	0	0	0.418632627097042	0	0	0	"Species"	4	0.140202621176137	0.0350506552940342	1	0.485657196759213	"not sign."
"121"	"acetyl-CoA:L-glutamate N-acetyltransferase activity"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"122"	"acetylglucosaminyltransferase activity"	0.239633594313637	0	0.0281921875663102	0	0	0.338893079078558	0	0.039869774009242	0	0	"Species"	4	0.0877458581510514	0.0219364645377629	0.941979522184299	0.509407596472369	"not sign."
"123"	"acetylglutamate kinase activity"	0.338306250795723	0	0.244156465950677	0	0	0.478437288110904	0	0.345289385488532	0	0	"Species"	4	0.212421871826126	0.0531054679565316	0.76273124754395	0.591918641533516	"not sign."
"124"	"acetylornithine deacetylase activity"	0	0	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	1	0.485657196759214	"not sign."
"125"	"acetyltransferase activity"	0.659793427976741	0	2.83831891667662	0	0	0.534391074116923	0	4.01398910630419	0	0	"Species"	4	12.0880472904048	3.0220118226012	0.921475289988672	0.518133675646696	"not sign."
"126"	"acid phosphatase activity"	0.0305195582438346	0	0	0	7.03728684196935	0.0431611731860666	0	0	0	4.60024101915052	"Species"	4	79.0671201548229	19.7667800387057	4.669888730992	0.060891586208368	"not sign."
"127"	"acid-amino acid ligase activity"	0.183117349463008	0	0.718505173786886	0	0.0305195582438346	0.2589670391164	0	0.537682473293747	0	0.0431611731860666	"Species"	4	0.753870639699975	0.188467659924994	2.63201479495152	0.158559309553778	"not sign."
"128"	"acid-ammonia (or amide) ligase activity"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"129"	"acireductone synthase activity"	0.549352048389025	0	0	0	0	0.7769011173492	0	0	0	0	"Species"	4	0.482860276910748	0.120715069227687	1	0.485657196759214	"not sign."
"130"	"aconitate hydratase activity"	0.267825781879947	0	0	0	0	0.378762853087799	0	0	0	0	"Species"	4	0.114769039103368	0.028692259775842	0.999999999999999	0.485657196759214	"not sign."
"131"	"acryloyl-CoA reductase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"132"	"acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity"	0.457793373657519	0	0	0	0	0.647417597790998	0	0	0	0	"Species"	4	0.335319636743573	0.0838299091858934	1	0.485657196759214	"not sign."
"133"	"acyl-CoA dehydrogenase activity"	1.05720703373664	0	0	0	0.0728078395933	1.49511652534658	0	0	0	0.0166434878277965	"Species"	4	1.73520194179817	0.433800485449542	0.970188540253022	0.497688890083992	"not sign."
"134"	"acyl-L-homoserine-lactone lactonohydrolase activity"	0.0305195582438346	0	0	0	0.0281921875663102	0.0431611731860666	0	0	0	0.039869774009242	"Species"	4	0.00207365811191564	0.00051841452797891	0.750784457150918	0.597934040858705	"not sign."
"135"	"acyl-phosphate glycerol-3-phosphate acyltransferase activity"	0	0	0.936928692566787	0	0	0	0	0.487752009810359	0	0	"Species"	4	1.40453659992786	0.351134149981964	7.37980588489314	0.0250558535535586	"not sign."
"136"	"adenine catabolic process"	0	0	0.112768750265241	0	0	0	0	0.159479096036968	0	0	"Species"	4	0.0203468656582149	0.00508671641455372	1	0.485657196759214	"not sign."
"137"	"adenine deaminase activity"	0	0	0.112768750265241	0	0	0	0	0.159479096036968	0	0	"Species"	4	0.0203468656582149	0.00508671641455372	1	0.485657196759214	"not sign."
"138"	"adenine phosphoribosyltransferase activity"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"139"	"adenosylcobinamide kinase activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"140"	"adenosylcobinamide-GDP ribazoletransferase activity"	0.930342189688235	0	0	0	0	1.31570254230498	0	0	0	0	"Species"	4	1.38485854386224	0.34621463596556	0.999999999999999	0.485657196759214	"not sign."
"141"	"adenosylcobyric acid synthase (glutamine-hydrolyzing) activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"142"	"adenosylmethionine-8-amino-7-oxononanoate transaminase activity"	0	0	0	0	0.213636907706842	0	0	0	0	0.302128212302466	"Species"	4	0.0730251653352671	0.0182562913338168	1	0.485657196759213	"not sign."
"143"	"adenyl-nucleotide exchange factor activity"	0.64091072312053	0	0	0	0	0.906384636907401	0	0	0	0	"Species"	4	0.65722648801741	0.164306622004352	1	0.485657196759213	"not sign."
"144"	"adenylate kinase activity"	0.0140960937831551	0	0	0	0.0140960937831551	0.019934887004621	0	0	0	0.019934887004621	"Species"	4	0.00047687966386441	0.000119219915966102	0.75	0.598331344392211	"not sign."
"145"	"adenylosuccinate synthase activity"	0.6907085953746	0	0	0	0	0.97680946322643	0	0	0	0	"Species"	4	0.763325381958965	0.190831345489741	0.999999999999999	0.485657196759214	"not sign."
"146"	"adenylyl-[glutamate-ammonia ligase] hydrolase activity"	0.126864844048396	0	0	0	0	0.179413983041589	0	0	0	0	"Species"	4	0.0257515018486782	0.00643787546216954	0.999999999999998	0.485657196759214	"not sign."
"147"	"adenylylsulfate kinase activity"	0.324210157012568	0	0	0	0.0446156520269897	0.458502401106284	0	0	0	0.0232262861814455	"Species"	4	0.15979257366634	0.0399481434165851	0.947698849425671	0.507005036558411	"not sign."
"148"	"adenylyltransferase activity"	0.296017969446258	0	0	0	0	0.418632627097042	0	0	0	0	"Species"	4	0.140202621176137	0.0350506552940341	0.999999999999999	0.485657196759214	"not sign."
"149"	"ADP-dependent NAD(P)H-hydrate dehydratase activity"	0.64091072312053	0	0	0	0	0.906384636907401	0	0	0	0	"Species"	4	0.65722648801741	0.164306622004352	1	0.485657196759213	"not sign."
"150"	"ADP-glyceromanno-heptose 6-epimerase activity"	0	0	0	0	0.324210157012568	0	0	0	0	0.458502401106284	"Species"	4	0.168179561456182	0.0420448903640455	1	0.485657196759213	"not sign."
"151"	"ADP-L-glycero-beta-D-manno-heptose biosynthetic process"	0.0610391164876695	0	0	0	0.155057031614706	0.0863223463721334	0	0	0	0.219283757050831	"Species"	4	0.0368578954996449	0.00921447387491123	0.829581019123314	0.559470639497101	"not sign."
"152"	"ADP-ribose diphosphatase activity"	0.239633594313637	0	0	0	0	0.338893079078558	0	0	0	0	"Species"	4	0.0918788152378765	0.0229697038094691	0.999999999999998	0.485657196759214	"not sign."
"153"	"aerobic electron transport chain"	0.352402344578878	1.52597791219173	0.68346274390601	0	0.0140960937831551	0.498372175115526	2.15805865930333	0.189661164459411	0	0.019934887004621	"Species"	4	3.18604715891192	0.79651178972798	0.805866161812282	0.570747772360098	"not sign."
"154"	"aerobic respiration"	0.0281921875663102	0	0	0	3.72922767456495	0.039869774009242	0	0	0	0.768639891502479	"Species"	4	22.1685860882264	5.5421465220566	46.7773100548739	0.000375381293714672	"significant"
"155"	"agmatinase activity"	0	0	0	0	0.0446156520269897	0	0	0	0	0.0232262861814455	"Species"	4	0.00318489024926949	0.000796222562317374	7.37980588489318	0.0250558535535583	"not sign."
"156"	"alanine racemase activity"	0.0587117458101448	0.0140960937831551	1.00016331001397	0	0	0.00329139917682453	0.019934887004621	1.17522587355427	0	0	"Species"	4	1.54743799615242	0.386859499038105	1.40007800834705	0.354620734453074	"not sign."
"157"	"alanine-tRNA ligase activity"	0	0	1.7586293944728	0	0	0	0	1.57007273863885	0	0	"Species"	4	4.94844375536602	1.2371109388415	2.50922210892655	0.170149866298719	"not sign."
"158"	"alanine:sodium symporter activity"	0.0704804689157755	0	0	0	0	0.0996744350231051	0	0	0	0	"Species"	4	0.00794799439774015	0.00198699859943504	0.999999999999998	0.485657196759214	"not sign."
"159"	"alanyl-tRNA aminoacylation"	0	0	1.7586293944728	0	0	0	0	1.57007273863885	0	0	"Species"	4	4.94844375536602	1.2371109388415	2.50922210892655	0.170149866298719	"not sign."
"160"	"alcohol dehydrogenase (NAD) activity"	0.0704804689157755	0	1.85045180864032	0	6.2112807236157	0.0996744350231051	0	0.663315117844097	0	2.00621585747274	"Species"	4	57.5651399217466	14.3912849804366	16.0802804348127	0.00463828306794662	"significant"
"161"	"alcohol dehydrogenase (NADP+) activity"	0.140960937831551	0	0	0	0.53797893443742	0.19934887004621	0	0	0	0.674494758980292	"Species"	4	0.434198899722901	0.108549724930725	1.0971641597057	0.448845679153298	"not sign."
"162"	"alcohol metabolic process"	0	0	1.11552317039276	0	3.39092142376923	0	0	0.0625365843596668	0	1.24707717961339	"Species"	4	17.3622629396198	4.34056573490495	13.9199905277424	0.00642000712703863	"not sign."
"163"	"aldehyde dehydrogenase (NAD) activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"164"	"aldehyde-lyase activity"	1.045438310631	0	1.69759027798513	0	0.187903960536066	1.39215069114665	0	1.48375039226671	0	0.0930916366694559	"Species"	4	4.58397758018762	1.14599439504691	1.38129367705838	0.359674202865407	"not sign."
"165"	"alditol:NADP+ 1-oxidoreductase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"166"	"aldose 1-epimerase activity"	0	0	0.0422882813494653	0	7.48265214393121	0	0	0.0598046610138631	0	1.25925473627726	"Species"	4	89.3338514500264	22.3334628625066	70.2619885290912	0.000139617371394837	"significant"
"167"	"alkaline phosphatase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"168"	"alkanesulfonate catabolic process"	0.253729688096792	0	0	0	1.95325172760542	0.358827966083179	0	0	0	2.76231508390826	"Species"	4	5.81083534432853	1.45270883608213	0.936127223449875	0.511880156018857	"not sign."
"169"	"alkylbase DNA N-glycosylase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"170"	"allophanate hydrolase activity"	0.11742349162029	0	0	0	0	0.00658279835364922	0	0	0	0	"Species"	4	0.0220612422148805	0.00551531055372013	636.383443334057	5.94712140090086e-07	"significant"
"171"	"alpha-1,4-glucan synthase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"172"	"alpha-1,4-glucosidase activity"	0.73246939785203	0	0.0563843751326205	0	0	1.0358681564656	0	0.0797395480184842	0	0	"Species"	4	0.830465123036776	0.207616280759194	0.961737495487919	0.501165242370401	"not sign."
"173"	"alpha-amylase activity"	0.408786719711498	0.0305195582438346	0.0305195582438346	0	0	0.57811172313401	0.0431611731860666	0.0431611731860666	0	0	"Species"	4	0.249644411622471	0.0624111029056177	0.923407986724146	0.51730359704917	"not sign."
"174"	"alpha-galactosidase activity"	0.115096120942765	0	0	0	0	0.0764481488416594	0	0	0	0	"Species"	4	0.0211953872897146	0.00529884682242865	4.53333091859681	0.0642792588348658	"not sign."
"175"	"alpha-glucan catabolic process"	0.314768804584462	0	0	0	0	0.272505619711045	0	0	0	0	"Species"	4	0.158527040543249	0.0396317601358123	2.66847070456829	0.155327524285495	"not sign."
"176"	"alpha-mannosidase activity"	1.48008984723128	0	0	0	0	2.09316313548521	0	0	0	0	"Species"	4	3.5050655294034	0.87626638235085	0.999999999999999	0.485657196759214	"not sign."
"177"	"alpha-ribazole phosphatase activity"	0.64091072312053	0	0	0	0.880676187152173	0.906384636907401	0	0	0	0.049370987652367	"Species"	4	1.44662351305025	0.361655878262562	2.1945921147685	0.205682021403115	"not sign."
"178"	"alpha,alpha-phosphotrehalase activity"	0.0281921875663102	0	0.091558674731504	0	0	0.039869774009242	0	0.1294835195582	0	0	"Species"	4	0.0126194731082987	0.00315486827707468	0.859375773984575	0.545661111001293	"not sign."
"179"	"alpha,alpha-trehalase activity"	2.18203968683948	0	0	0	0	1.10045615220568	0	0	0	0	"Species"	4	7.61807551190806	1.90451887797702	7.863389725672	0.0219969887077818	"not sign."
"180"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"	0	0	0	0	1.25182936686925	0	0	0	0	0.30287418007716	"Species"	4	2.50732282201005	0.626830705502512	34.1661280165612	0.000798456456229558	"significant"
"181"	"alternansucrase activity"	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999999	0.485657196759214	"not sign."
"182"	"altronate dehydratase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"183"	"amidase activity"	0.0587117458101448	0	2.07353006877526	0	0	0.00329139917682453	0	0.779446548751328	0	0	"Species"	4	6.78736596807586	1.69684149201897	13.9646758315384	0.00637414275480648	"not sign."
"184"	"amidophosphoribosyltransferase activity"	0	0	0.157384402292231	0	0	0	0	0.136252809855523	0	0	"Species"	4	0.0396317601358123	0.00990794003395308	2.66847070456828	0.155327524285496	"not sign."
"185"	"amine transmembrane transporter activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"186"	"amino acid binding"	0.091558674731504	0	0.60613203267567	0	0	0.1294835195582	0	0.857200141198704	0	0	"Species"	4	0.556849134627328	0.139212283656832	0.92615787350414	0.516125269077657	"not sign."
"187"	"amino acid export"	0.57987160663286	0	0	0	0	0.820062290535267	0	0	0	0	"Species"	4	0.538001728286359	0.13450043207159	1	0.485657196759213	"not sign."
"188"	"amino acid transmembrane transport"	0.0140960937831551	0	0	0	0.131519585403445	0.019934887004621	0	0	0	0.0133520886509717	"Species"	4	0.0265106319992852	0.0066276579998213	57.5639341852881	0.00022698590846296	"significant"
"189"	"amino acid transmembrane transporter activity"	0	0	0	0	2.80174033442627	0	0	0	0	0.0948911002968919	"Species"	4	12.5595982424817	3.13989956062042	1743.55156267049	4.80568916763148e-08	"significant"
"190"	"amino acid transport"	1.13919248632202	0.0140960937831551	3.85156964697631	0	2.58125318440487	0.661515654216665	0.019934887004621	0.094956556106193	0	0.974450523767978	"Species"	4	22.5711953975306	5.64279884938264	20.2023353159664	0.0027491228396232	"significant"
"191"	"amino acid-transporting ATPase activity"	0.64091072312053	0	5.23206374969945	0	0.85454763082737	0.906384636907401	0	1.57826850867626	0	1.20851284920986	"Species"	4	38.9271971165398	9.73179927913494	10.1947042998513	0.0127220047135796	"not sign."
"192"	"amino sugar catabolic process"	0.211441406747327	0	0	0	0	0.299023305069315	0	0	0	0	"Species"	4	0.0715319495796614	0.0178829873949154	0.999999999999998	0.485657196759214	"not sign."
"193"	"amino sugar metabolic process"	0	0	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	"Species"	4	0.00127167910363843	0.000317919775909606	1	0.485657196759213	"not sign."
"194"	"aminoacyl-tRNA editing activity"	0	0	7.10153013291399	0	0.67893987226897	0	0	1.3514694935534	0	0.873843629026501	"Species"	4	77.5710937570633	19.3927734392658	37.4367389118355	0.000641648448004195	"significant"
"195"	"aminoacyl-tRNA hydrolase activity"	0.587117458101448	0	0.0140960937831551	0	0	0.0329139917682453	0	0.019934887004621	0	0	"Species"	4	0.545228124947019	0.136307031236755	460.269523806363	1.33360397407306e-06	"significant"
"196"	"aminoacyl-tRNA ligase activity"	0.147943049864124	0	0.0869039333764551	0	1.3292919478176	0.0497439715397156	0	0.0365783748324176	0	0.153455773514337	"Species"	4	2.6143008060835	0.653575201520876	119.435046825433	3.79301411514303e-05	"significant"
"197"	"aminomethyltransferase activity"	0	0	0	0	0.0305195582438346	0	0	0	0	0.0431611731860666	"Species"	4	0.0014903094966381	0.000372577374159526	1	0.485657196759213	"not sign."
"198"	"aminopeptidase activity"	1.19026277150955	0	2.7947582223937	0	10.3636549511113	1.68328575425659	0	0.154201741289035	0	1.14056799848366	"Species"	4	150.91168531513	37.7279213287826	45.3665127526161	0.000404198581058207	"significant"
"199"	"ammonium transmembrane transporter activity"	0.310114063229412	0	0.645829203911593	0	0	0.438567514101663	0	0.0362053909450693	0	0	"Species"	4	0.661001173678589	0.165250293419647	4.26667532201139	0.0716923536237498	"not sign."
"200"	"AMP binding"	0	0	0	0	0.310114063229412	0	0	0	0	0.438567514101663	"Species"	4	0.15387317154025	0.0384682928850624	1	0.485657196759213	"not sign."
"201"	"AMP nucleosidase activity"	0	0	0	0	0.0305195582438346	0	0	0	0	0.0431611731860666	"Species"	4	0.0014903094966381	0.000372577374159526	1	0.485657196759213	"not sign."
"202"	"AMP salvage"	0	0	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	"Species"	4	0.000317919775909606	7.94799439774016e-05	1	0.485657196759213	"not sign."
"203"	"AMP-lyase (fumarate-forming) activity"	0	0	0.338306250795723	0	0	0	0	0.478437288110904	0	0	"Species"	4	0.183121790923933	0.0457804477309833	1	0.485657196759214	"not sign."
"204"	"anaerobic electron transport chain"	0.324210157012568	0	0	0	0	0.458502401106284	0	0	0	0	"Species"	4	0.168179561456182	0.0420448903640455	0.999999999999998	0.485657196759214	"not sign."
"205"	"anaerobic glycerol catabolic process"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"206"	"anaerobic respiration"	0.0728078395933	0.0140960937831551	0	0	0	0.0166434878277965	0.019934887004621	0	0	0	"Species"	4	0.00797844527785468	0.00199461131946367	14.7879250290393	0.00560525887209027	"not sign."
"207"	"anchored component of external side of plasma membrane"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"208"	"anion transmembrane transporter activity"	0.281921875663102	0	0	0	0	0.39869774009242	0	0	0	0	"Species"	4	0.127167910363842	0.0317919775909606	0.999999999999998	0.485657196759214	"not sign."
"209"	"anthranilate phosphoribosyltransferase activity"	0	0	0	0	1.93256913094371	0	0	0	0	0.978795418797537	"Species"	4	5.97571751340247	1.49392937835062	7.79679680677633	0.0223861105513028	"not sign."
"210"	"anthranilate synthase activity"	0	0	0.098672656482086	0	0.169153125397862	0	0	0.139544209032347	0	0.239218644055453	"Species"	4	0.0480058861623507	0.0120014715405877	0.782383419689119	0.582167114999043	"not sign."
