"","Taxonomic_ID"
"2749","UMP kinase activity"
"2750","UMP salvage"
"2751","undecaprenyl-diphosphatase activity"
"2752","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity"
"2753","undecaprenyl-phosphate mannosyltransferase activity"
"2754","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity"
"2755","unfolded protein binding"
"2756","unidirectional conjugation"
"2757","uracil DNA N-glycosylase activity"
"2758","uracil phosphoribosyltransferase activity"
"2759","uracil salvage"
"2760","uracil transmembrane transporter activity"
"2761","urate oxidase activity"
"2762","urea cycle"
"2763","ureidoglycolate lyase activity"
"2764","uridine catabolic process"
"2765","uridine kinase activity"
"2766","uridine nucleosidase activity"
"2767","uridine phosphorylase activity"
"2768","uridylyltransferase activity"
"2769","uroporphyrin-III C-methyltransferase activity"
"2770","uroporphyrinogen-III synthase activity"
"2771","uroporphyrinogen decarboxylase activity"
"2772","UTP biosynthetic process"
"2773","UTP diphosphatase activity"
"2774","UTP:glucose-1-phosphate uridylyltransferase activity"
"2775","valine-pyruvate transaminase activity"
"2776","valine-tRNA ligase activity"
"2777","valine biosynthetic process"
"2778","valine transport"
"2779","valyl-tRNA aminoacylation"
"2780","vanillate monooxygenase activity"
"2781","very-long-chain-(S)-2-hydroxy-acid oxidase activity"
"2782","viral entry into host cell"
"2783","viral genome integration into host DNA"
"2784","viral life cycle"
"2785","viral release from host cell"
"2786","vitamin B6 biosynthetic process"
"2787","vitamin K biosynthetic process"
"2788","vitamin transmembrane transporter activity"
"2789","voltage-gated chloride channel activity"
"2790","voltage-gated potassium channel activity"
"2791","voltage-gated potassium channel complex"
"2792","xanthine dehydrogenase activity"
"2793","xanthine oxidase activity"
"2794","xanthine phosphoribosyltransferase activity"
"2795","xenobiotic-transporting ATPase activity"
"2796","XMP salvage"
"2797","xylan 1,4-beta-xylosidase activity"
"2798","xylan catabolic process"
"2799","xylose isomerase activity"
"2800","xylulokinase activity"
"2801","xylulose catabolic process"
"2802","xylulose metabolic process"
"2803","zinc-exporting ATPase activity"
"2804","zinc II ion transmembrane import"
"2805","zinc II ion transport"
"2806","zinc ion binding"
"2807","zinc ion transmembrane transporter activity"
"2808","zinc transporting ATPase activity"
"2809","zymogen activation"
"2810","1-pyrroline dehydrogenase activity"
"2811","2'-deoxyribonucleotide biosynthetic process"
"2812","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
"2813","2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity"
"2814","3'-5' RNA helicase activity"
"2815","3-oxoadipyl-CoA thiolase activity"
"2816","3,4-dihydroxybenzoate catabolic process"
"2817","4-hydroxyphenylacetate decarboxylase activity"
"2818","6,7-dihydropteridine reductase activity"
"2819","ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process"
"2820","acryloyl-CoA reductase (NADP+) activity"
"2821","acylphosphatase activity"
"2822","adenine catabolic process"
"2823","adenosine kinase activity"
"2824","alpha-amino acid metabolic process"
"2825","aminobutyraldehyde dehydrogenase activity"
"2826","arginyltransferase activity"
"2827","arylformamidase activity"
"2828","bacterial-type flagellum basal body, rod"
"2829","benzylsuccinate synthase activity"
"2830","beta-fructofuranosidase activity"
"2831","betaine-homocysteine S-methyltransferase activity"
"2832","biotin binding"
"2833","butyrate metabolic process"
"2834","cell-matrix adhesion"
"2835","cell pole"
"2836","cellular aldehyde metabolic process"
"2837","cellular response to iron ion starvation"
"2838","cellular response to tetrahydrofolate"
"2839","chloroplast"
"2840","choloylglycine hydrolase activity"
"2841","cytidine transmembrane transporter activity"
"2842","cytosolic large ribosomal subunit"
"2843","di-trans,poly-cis-decaprenylcistransferase activity"
"2844","DNA restriction-modification system"
"2845","DNA strand renaturation"
"2846","DNA topoisomerase IV complex"
"2847","dTDP-4-dehydrorhamnose reductase activity"
"2848","enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"
"2849","enzyme activator activity"
"2850","ergosterol biosynthetic process"
"2851","exo-alpha-sialidase activity"
"2852","farnesyl-diphosphate farnesyltransferase activity"
"2853","ferredoxin-NAD+ reductase activity"
"2854","folic acid metabolic process"
"2855","galactitol transmembrane transporter activity"
"2856","glycine metabolic process"
"2857","guanine catabolic process"
"2858","guanine deaminase activity"
"2859","hippurate hydrolase activity"
"2860","histidine catabolic process"
"2861","homophilic cell adhesion via plasma membrane adhesion molecules"
"2862","hydroxybutyrate-dimer hydrolase activity"
"2863","L-allo-threonine aldolase activity"
"2864","lactose catabolic process via tagatose-6-phosphate"
"2865","long-chain fatty acid luciferin component ligase activity"
"2866","methylmalonyl-CoA mutase activity"
"2867","microtubule-severing ATPase activity"
"2868","N-acetylneuraminate synthase activity"
"2869","N-carbamoyl-L-amino-acid hydrolase activity"
"2870","ncRNA processing"
"2871","nodulation"
"2872","nucleoside transmembrane transport"
"2873","nucleoside:proton symporter activity"
"2874","O-methyltransferase activity"
"2875","oligosaccharide biosynthetic process"
"2876","ornithine racemase activity"
"2877","orotate reductase (NADH) activity"
"2878","peptidyl-amino acid modification"
"2879","phenylacetate-CoA ligase activity"
"2880","phthalyl amidase activity"
"2881","protein-glutamine glutaminase activity"
"2882","protein deamination"
"2883","protein demethylation"
"2884","protein tyrosine phosphatase activity"
"2885","regulation of cytoplasmic translation in response to stress"
"2886","regulation of DNA-dependent DNA replication initiation"
"2887","response to osmotic stress"
"2888","ribonuclease R activity"
"2889","ribosomal small subunit binding"
"2890","serine binding"
"2891","site-specific recombinase activity"
"2892","sporulation resulting in formation of a cellular spore"
"2893","squalene synthase activity"
"2894","sucrose metabolic process"
"2895","sulfolactone hydrolase activity"
"2896","sulfotransferase activity"
"2897","tetrahydrofolate metabolic process"
"2898","transition metal ion transport"
"2899","translational elongation"
"2900","triglyceride biosynthetic process"
"2901","tripeptide aminopeptidase activity"
"2902","triphosphoric monoester hydrolase activity"
"2903","tRNA (guanine-N1-)-methyltransferase activity"
"2904","tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase"
"2905","tRNA methyltransferase activity"
"2906","tRNA N1-guanine methylation"
"2907","tryptophan catabolic process to kynurenine"
"2908","ubiquinol-cytochrome-c reductase activity"
"2909","ubiquitin-dependent protein catabolic process via the N-end rule pathway"
"2910","UDP-N-acetylglucosamine 6-dehydrogenase activity"
"2911","undecaprenyl-phosphate galactose phosphotransferase activity"
"2912","uridine transmembrane transporter activity"
"2913","urocanate hydratase activity"
"2914","GDP-mannose metabolic process"
"2915","pyrimidine ribonucleotide biosynthetic process"
"2916","cytoplasmic translation"
"2917","oligopeptide transmembrane transport"
"2918","2'-5'-RNA ligase activity"
"2919","2'-deoxyribonucleotide metabolic process"
"2920","2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"
"2921","2-aminomuconate deaminase activity"
"2922","2-chlorobenzoate 1,2-dioxygenase activity"
"2923","2-deoxyglucose-6-phosphatase activity"
"2924","2-hydroxymuconate-semialdehyde hydrolase activity"
"2925","2-hydroxypropyl-CoM lyase activity"
"2926","2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity"
"2927","23S rRNA (guanine(1835)-N(2))-methyltransferase activity"
"2928","3-(3-hydroxy)phenylpropionate catabolic process"
"2929","3-(3-hydroxyphenyl)propionate hydroxylase activity"
"2930","3-carboxy-cis,cis-muconate cycloisomerase activity"
"2931","3-hydroxybutyrate dehydrogenase activity"
"2932","3-hydroxypropionate dehydrogenase (NADP+) activity"
"2933","3-mercaptopyruvate sulfurtransferase activity"
"2934","3-oxoadipate CoA-transferase activity"
"2935","3-oxoadipate enol-lactonase activity"
"2936","3-phenylpropionate catabolic process"
"2937","3,4-dihydrocoumarin hydrolase activity"
"2938","3,4-dihydroxybenzoate metabolic process"
"2939","4-alpha-glucanotransferase activity"
"2940","4-carboxymuconolactone decarboxylase activity"
"2941","4-hydroxyphenylacetate 3-monooxygenase activity"
"2942","4-hydroxyphenylacetate transmembrane transporter activity"
"2943","4-hydroxyphenylacetate transport"
"2944","5'-3' exodeoxyribonuclease activity"
"2945","5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity"
"2946","5-aminopentanamidase activity"
"2947","6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
"2948","6-phosphofructokinase complex"
"2949","8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
"2950","acetoacetate-CoA ligase activity"
"2951","acetoacetyl-CoA reductase activity"
"2952","acetoin catabolic process"
"2953","acetoin dehydrogenase activity"
"2954","acetyl-CoA hydrolase activity"
"2955","acryloyl-CoA reductase activity"
"2956","acyl binding"
"2957","adenine/guanine mispair binding"
"2958","adenosylcobinamide-GDP ribazoletransferase activity"
"2959","adenosylcobyric acid synthase (glutamine-hydrolyzing) activity"
"2960","adenosylmethionine decarboxylase activity"
"2961","ADP-sugar diphosphatase activity"
"2962","aerobactin transport"
"2963","alanine-glyoxylate transaminase activity"
"2964","alditol:NADP+ 1-oxidoreductase activity"
"2965","alkyl hydroperoxide reductase activity"
"2966","alternansucrase activity"
"2967","aminoacylase activity"
"2968","anaerobic amino acid catabolic process"
"2969","anaerobic glycerol catabolic process"
"2970","anchored component of external side of plasma membrane"
"2971","anther wall tapetum development"
"2972","arabinogalactan endo-1,4-beta-galactosidase activity"
"2973","arabinose transport"
"2974","arginine deiminase activity"
"2975","arginine deiminase pathway"
"2976","arogenate dehydratase activity"
"2977","arylesterase activity"
"2978","ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing"
"2979","ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism"
"2980","ATPase activity, uncoupled"
"2981","autolysis"
"2982","autophagy"
"2983","bacterial-type flagellum basal body, distal rod"
"2984","bacterial-type flagellum basal body, distal rod, L ring"
"2985","bacteriocin immunity"
"2986","base-excision repair, AP site formation via deaminated base removal"
"2987","beta-alanine-pyruvate transaminase activity"
"2988","beta-glucan-transporting ATPase activity"
"2989","beta-ketoadipate pathway"
"2990","beta-N-acetylgalactosaminidase activity"
"2991","beta-phosphoglucomutase activity"
"2992","biphenyl 2,3-dioxygenase activity"
"2993","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity"
"2994","bisphosphoglycerate mutase activity"
"2995","butanediol metabolic process"
"2996","CAAX-box protein maturation"
"2997","cadmium ion transmembrane transporter activity"
"2998","calcium channel activity"
"2999","calcium ion transmembrane transport"
"3000","calcium, potassium:sodium antiporter activity"
"3001","calmodulin-dependent protein kinase activity"
"3002","calmodulin binding"
"3003","canonical glycolysis"
"3004","capsule polysaccharide biosynthetic process"
"3005","carboxylic acid transport"
"3006","carotene biosynthetic process"
"3007","cation transport"
"3008","CDP-diacylglycerol catabolic process"
"3009","cell separation after cytokinesis"
"3010","cellular calcium ion homeostasis"
"3011","cellular monovalent inorganic cation homeostasis"
"3012","cellular response to acidic pH"
"3013","cellular response to amino acid starvation"
"3014","cellular response to copper ion"
"3015","cellular response to nitrate"
"3016","cellular response to nitrite"
"3017","cellular response to silver ion"
"3018","cellular response to sulfate starvation"
"3019","cellular response to sulfur starvation"
"3020","cellular response to temperature stimulus"
"3021","cellulose 1,4-beta-cellobiosidase activity"
"3022","chitin disaccharide deacetylase activity"
"3023","chloramphenicol O-acetyltransferase activity"
"3024","chloromuconate cycloisomerase activity"
"3025","choline catabolic process"
"3026","chromate reductase activity"
"3027","circadian regulation of gene expression"
"3028","citrate transmembrane transporter activity"
"3029","CoA-ligase activity"
"3030","CoA-transferase activity"
"3031","cobalamin 5'-phosphate synthase activity"
"3032","cobalt ion transport"
"3033","cobaltochelatase activity"
"3034","coenzyme A metabolic process"
"3035","conversion of methionyl-tRNA to N-formyl-methionyl-tRNA"
"3036","copper ion export"
"3037","core promoter binding"
"3038","crossover junction endodeoxyribonuclease activity"
"3039","cyanophycin synthetase activity (L-arginine-adding)"
"3040","cyanophycin synthetase activity (L-aspartate-adding)"
"3041","cyclohexyl-isocyanide hydratase activity"
"3042","cyclomaltodextrinase activity"
"3043","cyclopentanol dehydrogenase activity"
"3044","cytokine activity"
"3045","cytosine deaminase activity"
"3046","D-malate dehydrogenase (decarboxylating) activity"
"3047","D-xylose-importing ATPase activity"
"3048","dCMP deaminase activity"
"3049","defense response to Gram-negative bacterium"
"3050","dehydrogenase (NADP+)] kinase activity"
"3051","dehydrogluconokinase activity"
"3052","deoxyadenosine kinase activity"
"3053","deoxyguanosine kinase activity"
"3054","deoxyribonuclease I activity"
"3055","detoxification of copper ion"
"3056","detoxification of zinc ion"
"3057","dextransucrase activity"
"3058","diacetyl reductase ((R)-acetoin forming) activity"
"3059","diacetylchitobiose catabolic process"
"3060","dihydrocoumarin hydrolase activity"
"3061","dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity"
"3062","dimethylargininase activity"
"3063","dipeptide transport"
"3064","disulfide oxidoreductase activity"
"3065","DNA (6-4) photolyase activity"
"3066","DNA (cytosine-5-)-methyltransferase activity"
"3067","DNA import into cell involved in transformation"
"3068","DNA insertion or deletion binding"
"3069","DNA packaging"
"3070","DNA polymerase III, clamp loader complex"
"3071","DNA polymerase processivity factor activity"
"3072","DNA polymerase V complex"
"3073","DNA/RNA helicase activity"
"3074","dodecenoyl-CoA delta-isomerase activity"
"3075","DOPA dioxygenase activity"
"3076","dormancy process"
"3077","drug:proton antiporter activity"
"3078","dTDP-4-dehydrorhamnose 3,5-epimerase activity"
"3079","enterobactin catabolic process"
"3080","entry into host cell"
"3081","external side of cell outer membrane"
"3082","fatty-acyl-CoA binding"
"3083","fatty acid beta-oxidation multienzyme complex"
"3084","fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway"
"3085","fatty acid catabolic process"
"3086","ferredoxin hydrogenase complex"
"3087","ferric-chelate reductase (NADPH) activity"
"3088","formate dehydrogenase (cytochrome) activity"
"3089","formate metabolic process"
"3090","formation of translation preinitiation complex"
"3091","fructan beta-fructosidase activity"
"3092","fructose-6-phosphate binding"
"3093","fructose-6-phosphate phosphoketolase activity"
"3094","fructose metabolic process"
"3095","fucose binding"
"3096","fucose transmembrane transporter activity"
"3097","fucosylation"
"3098","galactose 1-dehydrogenase activity"
"3099","galactose transmembrane transporter activity"
"3100","gamma-glutamylcyclotransferase activity"
"3101","GDP-4-dehydro-6-deoxy-D-mannose reductase activity"
"3102","GDP-L-fucose synthase activity"
"3103","GDP-mannose mannosyl hydrolase activity"
"3104","glucan 1,4-alpha-maltohexaosidase activity"
"3105","glucan catabolic process"
"3106","glucarate catabolic process"
"3107","glucarate dehydratase activity"
"3108","gluconate 2-dehydrogenase (acceptor) activity"
"3109","gluconate 2-dehydrogenase activity"
"3110","glucose-1-phosphate phosphodismutase activity"
"3111","glucose-6-phosphatase activity"
"3112","glucose:sodium symporter activity"
"3113","glucosidase activity"
"3114","glucosyltransferase activity"
"3115","glucuronate catabolic process"
"3116","glucuronate isomerase activity"
"3117","glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity"
"3118","glutamate-5-semialdehyde dehydrogenase activity"
"3119","glutamate dehydrogenase (NADP+) activity"
"3120","glutamate N-acetyltransferase activity"
"3121","glutathione oxidoreductase activity"
"3122","glutathione peroxidase activity"
"3123","glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity"
"3124","glycerate 2-kinase activity"
"3125","glycerol-3-phosphate transmembrane transporter activity"
"3126","glycolipid translocation"
"3127","hemolysis in other organism"
"3128","high-affinity sulfate:proton symporter activity"
"3129","histidine metabolic process"
"3130","holocytochrome-c synthase activity"
"3131","homoserine transmembrane transporter activity"
"3132","homoserine transport"
"3133","hyaluronan synthase activity"
"3134","hydrogenase (acceptor) activity"
"3135","hydroxyisourate hydrolase activity"
"3136","hydroxymethylglutaryl-CoA reductase (NADPH) activity"
"3137","hydroxymethylglutaryl-CoA reductase activity"
"3138","IMP metabolic process"
"3139","inner membrane complex"
"3140","integral component of external side of plasma membrane"
"3141","intrinsic component of cell outer membrane"
"3142","intrinsic component of periplasmic side of plasma membrane"
"3143","inulin fructotransferase (DFA-I-forming) activity"
"3144","isocitrate dehydrogenase (NAD+) activity"
"3145","kynurenine 3-monooxygenase activity"
"3146","L-amino-acid alpha-ligase activity"
"3147","L-arabinonolactonase activity"
"3148","L-arabinose transmembrane transporter activity"
"3149","L-ascorbate 6-phosphate lactonase activity"
"3150","L-ascorbic acid biosynthetic process"
"3151","L-cysteate sulfo-lyase activity"
"3152","L-fucose metabolic process"
"3153","L-fucose mutarotase activity"
"3154","L-phenylalanine catabolic process"
"3155","L-tryptophan:2-oxoglutarate aminotransferase activity"
"3156","lactate catabolic process"
"3157","lactate transmembrane transporter activity"
"3158","lactose metabolic process"
"3159","lead ion transmembrane transporter activity"
"3160","lead ion transport"
"3161","leucine binding"
"3162","leucine transport"
"3163","levansucrase activity"
"3164","ligand-gated channel activity"
"3165","lipid-linked peptidoglycan transport"
"3166","lipid translocation"
"3167","long-chain fatty acid transporting porin activity"
"3168","lycopene beta cyclase activity"
"3169","lysine catabolic process"
"3170","lysine decarboxylase activity"
"3171","lysophospholipase activity"
"3172","malate dehydrogenase activity"
"3173","malate synthase activity"
"3174","malic enzyme activity"
"3175","malonate-semialdehyde dehydrogenase (acetylating) activity"
"3176","maltodextrin phosphorylase activity"
"3177","maltodextrin transmembrane transporter activity"
"3178","maltose O-acetyltransferase activity"
"3179","maltose transporting porin activity"
"3180","mannan binding"
"3181","mannitol-1-phosphatase activity"
"3182","mannitol dehydrogenase activity"
"3183","mannosyl-oligosaccharide glucosidase activity"
"3184","mating-type factor pheromone receptor activity"
"3185","methylaspartate mutase activity"
"3186","methylgalactoside transmembrane transporter activity"
"3187","methylgalactoside transport"
"3188","methylglyoxal catabolic process"
"3189","methylthioribulose 1-phosphate dehydratase activity"
"3190","microtubule binding"
"3191","microtubule cytoskeleton"
"3192","microtubule cytoskeleton organization"
"3193","mitochondrial electron transport, NADH to ubiquinone"
"3194","monovalent inorganic cation transmembrane transporter activity"
"3195","morphine 6-dehydrogenase activity"
"3196","mucus layer"
"3197","mycolate cell wall layer assembly"
"3198","MyD88-dependent toll-like receptor signaling pathway"
"3199","N-acetyl-anhydromuramoyl-L-alanine amidase activity"
"3200","N-acetyldiaminopimelate deacetylase activity"
"3201","N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity"
"3202","N-carbamoyl-D-amino acid hydrolase activity"
"3203","N-hydroxyarylamine O-acetyltransferase activity"
"3204","NAD+ diphosphatase activity"
"3205","NADH binding"
"3206","NADP+ binding"
"3207","negative regulation of catalytic activity"
"3208","negative regulation of DNA-dependent DNA replication"
"3209","negative regulation of endopeptidase activity"
"3210","negative regulation of phosphorelay signal transduction system"
"3211","neuron apoptotic process"
"3212","nicotinamidase activity"
"3213","nicotinamide phosphoribosyltransferase activity"
"3214","nicotinate nucleotide salvage"
"3215","nitrite uptake transmembrane transporter activity"
"3216","novo' GDP-L-fucose biosynthetic process"
"3217","nucleoside kinase activity"
"3218","nucleoside phosphate metabolic process"
"3219","nucleotidase activity"
"3220","nucleotide-excision repair, DNA incision"
"3221","nucleotide-sugar biosynthetic process"
"3222","O-acetyltransferase activity"
"3223","oligogalacturonide lyase activity"
"3224","oligopeptidase activity"
"3225","oligopeptide-transporting ATPase activity"
"3226","oligosaccharide metabolic process"
"3227","other organism cytoplasm"
"3228","oxidized purine DNA binding"
"3229","oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity"
"3230","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"3231","oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
"3232","oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor"
"3233","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
"3234","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
"3235","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
"3236","pectate lyase activity"
"3237","peptidyl-cysteine S-nitrosylase activity"
"3238","peptidyl-cysteine S-trans-nitrosylation"
"3239","phenylacetaldehyde dehydrogenase activity"
"3240","phenylacetyl-CoA 1,2-epoxidase activity"
"3241","phosphatidylcholine metabolic process"
"3242","phosphatidylcholine synthase activity"
"3243","phosphatidylglycerol-phosphatidylethanolamine phosphatidyltransferase activity"
"3244","phosphoenolpyruvate carboxykinase activity"
"3245","phosphoglucomutase (glucose-cofactor) activity"
"3246","phosphogluconate 2-dehydrogenase activity"
"3247","phosphoketolase activity"
"3248","phospholipase D activity"
"3249","pollen development"
"3250","poly-beta-1,6-N-acetyl-D-glucosamine transmembrane transporter activity"
"3251","poly-hydroxybutyrate biosynthetic process"
"3252","polyamine catabolic process"
"3253","polygalacturonase activity"
"3254","polyol catabolic process"
"3255","polyphosphate metabolic process"
"3256","polyphosphate:AMP phosphotransferase activity"
"3257","polyprenol biosynthetic process"
"3258","polyprenyltransferase activity"
"3259","positive regulation of bacterial-type flagellum assembly"
"3260","positive regulation of carbohydrate metabolic process"
"3261","positive regulation of cellular response to phosphate starvation"
"3262","positive regulation of inflammatory response"
"3263","proline oxidase activity"
"3264","propionate kinase activity"
"3265","propionate metabolic process, methylcitrate cycle"
"3266","protein-DNA covalent cross-linking"
"3267","protein adenylylation"
"3268","protein C-terminus binding"
"3269","protein deglycase activity"
"3270","protein deubiquitination"
"3271","protein methylation"
"3272","protein processing"
"3273","purine-specific mismatch base pair DNA N-glycosylase activity"
"3274","purine nucleotide binding"
"3275","putrescine biosynthetic process from ornithine"
"3276","putrescine transmembrane transporter activity"
"3277","pyoverdine biosynthetic process"
"3278","pyridine nucleotide biosynthetic process"
"3279","pyrroloquinoline-quinone synthase activity"
"3280","pyrroloquinoline quinone binding"
"3281","pyruvate oxidase activity"
"3282","quercetin 2,3-dioxygenase activity"
"3283","racemase and epimerase activity"
"3284","Ran GTPase binding"
"3285","reductive pentose-phosphate cycle"
"3286","regulation of cell division"
"3287","regulation of cytokine secretion"
"3288","regulation of fatty acid metabolic process"
"3289","regulation of sporulation resulting in formation of a cellular spore"
"3290","respiratory chain complex II assembly"
"3291","response to cadmium ion"
"3292","response to cytokinin"
"3293","response to desiccation"
"3294","response to hydroperoxide"
"3295","response to metal ion"
"3296","response to molecule of bacterial origin"
"3297","response to peptide"
"3298","response to reactive oxygen species"
"3299","response to redox state"
"3300","response to stimulus"
"3301","retinol dehydrogenase activity"
"3302","rhamnose transmembrane transporter activity"
"3303","rhamnulose-1-phosphate aldolase activity"
"3304","ribonuclease M5 activity"
"3305","ribose phosphate metabolic process"
"3306","RNA helicase activity"
"3307","rRNA (guanine-N1-)-methyltransferase activity"
"3308","rRNA (uridine-N3-)-methyltransferase activity"
"3309","rRNA (uridine) methyltransferase activity"
"3310","S-adenosylmethioninamine biosynthetic process"
"3311","S-ribosylhomocysteine lyase activity"
"3312","sarcosine catabolic process"
"3313","septin ring"
"3314","septin ring assembly"
"3315","serine transmembrane transporter activity"
"3316","serine transport"
"3317","shikimate transmembrane transporter activity"
"3318","shikimate transport"
"3319","sialic acid transmembrane transporter activity"
"3320","silver ion transmembrane transport"
"3321","silver ion transmembrane transporter activity"
"3322","single-stranded DNA 3'-5' exodeoxyribonuclease activity"
"3323","sorbitol-6-phosphatase activity"
"3324","steroid biosynthetic process"
"3325","stizolobate synthase activity"
"3326","succinate-CoA ligase (GDP-forming) activity"
"3327","sucrose biosynthetic process"
"3328","sucrose phosphorylase activity"
"3329","sulfoquinovosidase activity"
"3330","T/G mismatch-specific endonuclease activity"
"3331","tartrate dehydrogenase activity"
"3332","tartronate-semialdehyde synthase activity"
"3333","thiaminase activity"
"3334","thiamine diphosphokinase activity"
"3335","thiamine pyridinylase activity"
"3336","thiamine transmembrane transporter activity"
"3337","thiol-dependent ubiquitinyl hydrolase activity"
"3338","threonine efflux transmembrane transporter activity"
"3339","threonine transport"
"3340","toll-like receptor 2 signaling pathway"
"3341","toxin transporter activity"
"3342","trans-feruloyl-CoA hydratase activity"
"3343","transcription factor activity, RNA polymerase III promoter sequence-specific binding, TFIIIB recruiting"
"3344","translation reinitiation"
"3345","translesion synthesis"
"3346","tripeptide transport"
"3347","tRNA-specific adenosine-34 deaminase complex"
"3348","tRNA (cytosine-2'-O-)-methyltransferase activity"
"3349","tRNA (uracil-2'-O-)-methyltransferase activity"
"3350","tRNA 2'-phosphotransferase activity"
"3351","tRNA 3'-trailer cleavage"
"3352","tRNA metabolic process"
"3353","tRNA nucleoside ribose methylation"
"3354","tRNA wobble guanine modification"
"3355","tropinesterase activity"
"3356","Type II site-specific deoxyribonuclease activity"
"3357","ubiquitin-dependent protein catabolic process"
"3358","UDP-glucuronate 4-epimerase activity"
"3359","UDP-glucuronate biosynthetic process"
"3360","UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity"
"3361","unsaturated rhamnogalacturonyl hydrolase activity"
"3362","uracil catabolic process"
"3363","urea carboxylase activity"
"3364","uronate dehydrogenase activity"
"3365","vanillin synthase activity"
"3366","virion assembly"
"3367","virion binding"
"3368","xylono-1,4-lactonase activity"
"3369","3-oxoacid CoA-transferase activity"
"3370","4-hydroxybenzoate-CoA ligase activity"
"3371","4-pyridoxolactonase activity"
"3372","5-aminovalerate transaminase activity"
"3373","6-hydroxynicotinate 3-monooxygenase activity"
"3374","6-methylsalicylic acid synthase activity"
"3375","acetate CoA-transferase activity"
"3376","Actinobacterium-type cell wall biogenesis"
"3377","adenosine transport"
"3378","aspartic-type endopeptidase inhibitor activity"
"3379","azobenzene reductase activity"
"3380","beta-ureidopropionase activity"
"3381","butyrate kinase activity"
"3382","carboxylic acid transmembrane transporter activity"
"3383","cellular response to bacteriocin"
"3384","cellular response to interferon-gamma"
"3385","CoA hydrolase activity"
"3386","defense response to fungus"
"3387","dimethylhistidine N-methyltransferase activity"
"3388","disordered domain specific binding"
"3389","DNA replication, removal of RNA primer"
"3390","EKC/KEOPS complex"
"3391","endoplasmic reticulum membrane"
"3392","ER-associated ubiquitin-dependent protein catabolic process"
"3393","fatty acid synthase activity"
"3394","fatty acid synthase complex"
"3395","feruloyl esterase activity"
"3396","fructose 6-phosphate aldolase activity"
"3397","GAIT complex"
"3398","GDP binding"
"3399","gene conversion at mating-type locus, DNA double-strand break processing"
"3400","glucomannan 4-beta-mannosyltransferase activity"
"3401","glucosamine 6-phosphate N-acetyltransferase activity"
"3402","glyceraldehyde-3-phosphate biosynthetic process"
"3403","host cell plasma membrane"
"3404","Hsp70 protein binding"
"3405","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
"3406","intra-S DNA damage checkpoint"
"3407","intramolecular transferase activity, transferring amino groups"
"3408","ketone body catabolic process"
"3409","killing by host of symbiont cells"
"3410","leucine dehydrogenase activity"
"3411","linoleoyl-CoA desaturase activity"
"3412","lipid particle"
"3413","malonyl-CoA decarboxylase activity"
"3414","maltose alpha-D-glucosyltransferase activity"
"3415","mediator complex"
"3416","meiotic chromosome segregation"
"3417","meiotic DNA double-strand break processing"
"3418","methylglyoxal reductase (NADPH-dependent) activity"
"3419","methylmalonyl-CoA carboxytransferase activity"
"3420","mitotic chromosome condensation"
"3421","mitotic sister chromatid segregation"
"3422","mRNA pseudouridine synthesis"
"3423","N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase activity"
"3424","negative regulation of meiotic joint molecule formation"
"3425","nuclear membrane"
"3426","nucleobase-containing small molecule metabolic process"
"3427","nucleoside transport"
"3428","nucleoside triphosphate biosynthetic process"
"3429","ornithine cyclodeaminase activity"
"3430","peptidyl-histidine phosphorylation"
"3431","phenolic phthiocerol biosynthetic process"
"3432","phosphatidylinositol dephosphorylation"
